Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Subscription Status,Previous Purchases,Frequency of Purchases
29,Male,Sweater,Clothing,56,Colorado,S,Charcoal,Winter,No,5,Bi-Weekly
49,Male,Skirt,Clothing,48,Kentucky,M,Peach,Winter,No,29,Annually
28,Male,Shorts,Clothing,97,Alaska,L,Green,Fall,No,40,Fortnightly
51,Male,Backpack,Accessories,74,Alabama,M,Magenta,Fall,No,44,Weekly
26,Male,Hoodie,Clothing,50,Connecticut,S,Beige,Winter,No,3,Bi-Weekly
38,Male,Skirt,Clothing,71,Hawaii,L,Black,Winter,No,35,Bi-Weekly
35,Male,Skirt,Clothing,33,Idaho,S,Purple,Summer,No,33,Monthly
34,Male,Backpack,Accessories,56,Virginia,M,Olive,Summer,No,20,Bi-Weekly
51,Male,Blouse,Clothing,84,Connecticut,M,Purple,Spring,No,40,Every 3 Months
47,Male,Shirt,Clothing,36,Michigan,M,Green,Fall,No,13,Annually
18,Male,Gloves,Accessories,63,Kentucky,S,Peach,Summer,No,9,Monthly
64,Male,Sandals,Footwear,36,Nebraska,XL,Blue,Summer,No,7,Annually
30,Male,Jacket,Outerwear,63,Michigan,M,Gray,Fall,No,42,Quarterly
59,Male,Sneakers,Footwear,32,Utah,L,Black,Winter,No,44,Fortnightly
66,Male,Backpack,Accessories,93,New Mexico,M,Silver,Spring,No,6,Annually
40,Male,Pants,Clothing,29,Florida,M,Pink,Summer,No,8,Every 3 Months
25,Male,Sunglasses,Accessories,92,Mississippi,S,Lavender,Summer,No,10,Weekly
59,Male,Jeans,Clothing,33,Hawaii,L,Brown,Fall,No,46,Quarterly
66,Male,Pants,Clothing,52,North Carolina,L,Turquoise,Spring,No,26,Weekly
54,Male,Jewelry,Accessories,42,Illinois,S,Olive,Spring,No,6,Every 3 Months
42,Male,Hoodie,Clothing,36,Maryland,M,White,Spring,No,47,Every 3 Months
48,Male,Sandals,Footwear,67,Montana,L,Violet,Summer,No,28,Annually
34,Male,Jacket,Outerwear,43,Michigan,L,Gold,Winter,No,23,Annually
19,Male,Blouse,Clothing,68,North Carolina,XL,Violet,Spring,No,45,Fortnightly
70,Male,Jewelry,Accessories,60,Minnesota,S,Teal,Summer,No,44,Every 3 Months
43,Male,Socks,Clothing,53,Delaware,M,Olive,Summer,No,11,Monthly
46,Male,Jeans,Clothing,23,Kentucky,L,Blue,Spring,No,39,Bi-Weekly
66,Male,Gloves,Accessories,57,Ohio,L,Magenta,Winter,No,20,Every 3 Months
50,Male,Hat,Accessories,89,Alaska,L,Gray,Fall,No,48,Fortnightly
55,Male,Shoes,Footwear,99,Vermont,XL,Peach,Winter,No,46,Quarterly
63,Male,Pants,Clothing,28,Alabama,M,Cyan,Fall,No,22,Monthly
32,Male,Socks,Clothing,53,Wisconsin,L,Violet,Summer,No,45,Annually
30,Male,Hoodie,Clothing,45,Arkansas,M,Gold,Winter,No,49,Every 3 Months
35,Male,Hoodie,Clothing,38,Georgia,M,Gold,Winter,No,9,Every 3 Months
59,Male,Pants,Clothing,49,Louisiana,M,White,Summer,No,41,Quarterly
59,Male,Shirt,Clothing,32,New York,M,Gray,Summer,No,2,Monthly
54,Male,T-shirt,Clothing,37,Connecticut,L,Brown,Winter,No,39,Bi-Weekly
63,Male,Dress,Clothing,80,Nebraska,L,Gray,Winter,No,12,Quarterly
43,Male,Backpack,Accessories,78,Arkansas,L,Blue,Summer,No,26,Every 3 Months
33,Male,Gloves,Accessories,53,Connecticut,L,Gold,Summer,No,32,Bi-Weekly
57,Male,Shoes,Footwear,82,Maryland,L,Yellow,Summer,No,50,Bi-Weekly
25,Male,Skirt,Clothing,33,Colorado,XL,Green,Spring,No,3,Fortnightly
26,Male,Gloves,Accessories,77,Colorado,M,Pink,Winter,No,3,Quarterly
50,Male,Hoodie,Clothing,56,Maine,M,Pink,Winter,No,37,Monthly
70,Male,Socks,Clothing,37,Oklahoma,M,Pink,Winter,No,20,Fortnightly
68,Male,Gloves,Accessories,54,South Carolina,M,Cyan,Spring,No,26,Bi-Weekly
39,Male,Shorts,Clothing,67,Nevada,M,Gray,Winter,No,47,Quarterly
46,Male,Shoes,Footwear,90,Colorado,M,White,Fall,No,7,Every 3 Months
57,Male,Jeans,Clothing,72,Massachusetts,L,Red,Summer,No,40,Annually
47,Male,Boots,Footwear,59,Nevada,L,Black,Summer,No,45,Quarterly
40,Male,Hat,Accessories,45,Iowa,M,Silver,Fall,No,20,Fortnightly
52,Male,Shorts,Clothing,30,Michigan,L,Pink,Spring,No,11,Weekly
40,Male,Pants,Clothing,51,West Virginia,S,Cyan,Summer,No,50,Monthly
67,Male,Sweater,Clothing,90,Indiana,M,White,Fall,No,25,Quarterly
67,Male,Jacket,Outerwear,95,Indiana,XL,Purple,Winter,No,5,Fortnightly
37,Male,Dress,Clothing,81,Georgia,L,Yellow,Fall,No,4,Annually
67,Male,Shirt,Clothing,70,Minnesota,S,Blue,Spring,No,25,Weekly
64,Male,Dress,Clothing,32,Louisiana,S,Cyan,Winter,No,11,Fortnightly
28,Male,Belt,Accessories,94,Maryland,M,Indigo,Spring,No,4,Bi-Weekly
54,Male,Hat,Accessories,29,Pennsylvania,XL,Indigo,Spring,No,1,Monthly
54,Male,Backpack,Accessories,31,Louisiana,M,Silver,Summer,No,48,Every 3 Months
24,Male,Skirt,Clothing,20,Maryland,XL,Red,Fall,No,9,Every 3 Months
27,Male,Gloves,Accessories,44,Tennessee,M,Peach,Winter,No,2,Fortnightly
53,Male,Jacket,Outerwear,77,Illinois,L,Turquoise,Fall,No,4,Quarterly
32,Male,Handbag,Accessories,51,Wyoming,M,Pink,Spring,No,43,Fortnightly
24,Male,Sandals,Footwear,49,Florida,M,Teal,Summer,No,32,Annually
45,Male,Sunglasses,Accessories,78,Massachusetts,L,Magenta,Spring,No,1,Quarterly
49,Male,Jeans,Clothing,98,Tennessee,L,Blue,Spring,No,38,Fortnightly
51,Male,Sandals,Footwear,94,Iowa,M,Green,Winter,No,25,Fortnightly
69,Male,Shoes,Footwear,91,Michigan,L,Violet,Summer,No,42,Quarterly
41,Male,Sunglasses,Accessories,77,Kansas,M,Turquoise,Summer,No,32,Monthly
59,Male,Scarf,Accessories,97,Georgia,M,Pink,Summer,No,21,Quarterly
26,Male,Skirt,Clothing,58,West Virginia,M,Black,Summer,No,26,Fortnightly
23,Male,Gloves,Accessories,97,Tennessee,M,Gold,Spring,No,6,Fortnightly
62,Male,Coat,Outerwear,48,Arkansas,L,Green,Summer,No,14,Quarterly
69,Male,Belt,Accessories,23,Vermont,XL,White,Summer,No,4,Quarterly
46,Male,Pants,Clothing,79,Virginia,M,Gold,Winter,No,26,Weekly
35,Male,Jewelry,Accessories,42,Maryland,S,Charcoal,Spring,No,39,Bi-Weekly
32,Male,Backpack,Accessories,95,Connecticut,L,White,Spring,No,15,Annually
46,Male,Sneakers,Footwear,29,Missouri,M,Brown,Summer,No,1,Every 3 Months
33,Male,Hoodie,Clothing,98,New Jersey,L,Gold,Winter,No,28,Monthly
32,Male,Blouse,Clothing,96,Arkansas,S,Purple,Spring,No,17,Weekly
33,Male,Sunglasses,Accessories,66,Nevada,M,Brown,Fall,No,24,Weekly
67,Male,Boots,Footwear,80,Missouri,S,Teal,Spring,No,29,Quarterly
67,Male,Sneakers,Footwear,27,South Dakota,L,Indigo,Summer,No,18,Every 3 Months
42,Male,Backpack,Accessories,25,Connecticut,M,Purple,Fall,No,10,Bi-Weekly
20,Male,Pants,Clothing,45,Vermont,M,Orange,Fall,No,19,Quarterly
39,Male,Socks,Clothing,89,Tennessee,L,Indigo,Winter,No,26,Monthly
26,Male,Belt,Accessories,27,California,M,Lavender,Winter,No,25,Bi-Weekly
51,Male,Sunglasses,Accessories,90,Wyoming,S,Purple,Winter,No,2,Fortnightly
31,Male,Shirt,Clothing,65,New York,M,Red,Summer,No,19,Every 3 Months
68,Male,Sneakers,Footwear,72,Maine,S,Blue,Spring,No,32,Quarterly
44,Male,Shoes,Footwear,70,Georgia,L,Blue,Fall,No,13,Bi-Weekly
18,Male,Sandals,Footwear,82,Tennessee,M,Cyan,Winter,No,30,Fortnightly
58,Male,Scarf,Accessories,97,New Mexico,S,Pink,Fall,No,2,Annually
26,Male,Shirt,Clothing,25,Virginia,M,Silver,Summer,No,8,Quarterly
57,Male,Skirt,Clothing,48,Florida,M,Gray,Spring,No,27,Every 3 Months
37,Male,Boots,Footwear,99,Alabama,M,Indigo,Summer,No,26,Bi-Weekly
24,Male,Sweater,Clothing,21,Texas,M,Maroon,Summer,No,3,Bi-Weekly
57,Male,Sandals,Footwear,94,West Virginia,M,Beige,Spring,No,4,Monthly
48,Male,Jeans,Clothing,53,Nevada,L,Green,Fall,No,5,Fortnightly
39,Male,Backpack,Accessories,70,Virginia,M,Peach,Winter,No,25,Quarterly
51,Male,Skirt,Clothing,26,Wisconsin,L,Black,Summer,No,47,Bi-Weekly
57,Male,Belt,Accessories,82,Virginia,S,Pink,Summer,No,8,Fortnightly
53,Male,Shoes,Footwear,47,Maine,S,Violet,Winter,No,20,Fortnightly
70,Male,Socks,Clothing,32,Massachusetts,S,Green,Winter,No,42,Every 3 Months
60,Male,Backpack,Accessories,97,Arkansas,S,Gold,Fall,No,20,Weekly
31,Male,Shirt,Clothing,68,Idaho,S,Red,Winter,No,23,Fortnightly
41,Male,Sweater,Clothing,23,Pennsylvania,M,Beige,Winter,No,26,Quarterly
62,Male,Handbag,Accessories,33,Maine,M,Green,Winter,No,48,Quarterly
59,Male,Jewelry,Accessories,38,Alabama,S,Black,Winter,No,16,Bi-Weekly
46,Male,Socks,Clothing,68,Idaho,S,Teal,Winter,No,28,Bi-Weekly
62,Male,Socks,Clothing,23,Arkansas,L,Silver,Fall,No,39,Weekly
42,Male,Shirt,Clothing,29,Delaware,M,Turquoise,Summer,No,43,Fortnightly
37,Male,Scarf,Accessories,35,Maine,M,Orange,Winter,No,45,Every 3 Months
50,Male,Shoes,Footwear,73,Nebraska,S,Gold,Fall,No,50,Every 3 Months
29,Male,Shoes,Footwear,84,Ohio,XL,Purple,Fall,No,10,Bi-Weekly
25,Male,Scarf,Accessories,23,Montana,M,Pink,Spring,No,40,Quarterly
66,Male,Sunglasses,Accessories,67,New Mexico,S,Green,Summer,No,38,Monthly
21,Male,Socks,Clothing,51,North Carolina,L,Charcoal,Spring,No,2,Monthly
46,Male,Blouse,Clothing,36,South Carolina,M,Maroon,Winter,No,13,Annually
57,Male,Jeans,Clothing,55,Illinois,L,Olive,Summer,No,33,Annually
61,Male,Shorts,Clothing,30,Alabama,M,Peach,Spring,No,27,Monthly
53,Male,T-shirt,Clothing,70,Oklahoma,S,Yellow,Summer,No,43,Weekly
37,Male,Blouse,Clothing,63,Minnesota,S,Lavender,Winter,No,46,Weekly
39,Male,Belt,Accessories,87,Illinois,S,Green,Summer,No,7,Bi-Weekly
53,Male,Blouse,Clothing,70,Arkansas,L,Orange,Spring,No,35,Fortnightly
35,Male,T-shirt,Clothing,51,Minnesota,M,Olive,Spring,No,31,Bi-Weekly
69,Male,Jewelry,Accessories,25,South Carolina,XL,Gray,Spring,No,42,Quarterly
66,Male,Jacket,Outerwear,32,New York,S,Lavender,Winter,No,14,Bi-Weekly
19,Male,Shoes,Footwear,52,Alabama,M,Red,Spring,No,35,Monthly
47,Male,Gloves,Accessories,33,New York,M,Charcoal,Summer,No,49,Weekly
49,Male,Jeans,Clothing,68,Missouri,L,Orange,Spring,No,17,Fortnightly
31,Male,Jewelry,Accessories,20,Georgia,M,Red,Fall,No,26,Quarterly
39,Male,Pants,Clothing,32,Oklahoma,M,Maroon,Winter,No,30,Every 3 Months
58,Male,Jewelry,Accessories,82,Connecticut,M,Silver,Summer,No,32,Annually
45,Male,Sneakers,Footwear,64,Michigan,XL,Pink,Winter,No,35,Quarterly
68,Male,Boots,Footwear,24,Rhode Island,L,Blue,Fall,No,15,Annually
35,Male,Hat,Accessories,96,Mississippi,M,Teal,Summer,No,10,Annually
65,Male,T-shirt,Clothing,94,Massachusetts,L,Black,Spring,No,14,Monthly
45,Male,Backpack,Accessories,48,New Hampshire,M,Gray,Winter,No,30,Annually
19,Male,Sunglasses,Accessories,60,Wyoming,S,Purple,Spring,No,16,Fortnightly
65,Male,Sweater,Clothing,56,New Jersey,XL,Gold,Spring,No,14,Annually
28,Male,Handbag,Accessories,33,Texas,M,Silver,Fall,No,28,Weekly
55,Male,Backpack,Accessories,46,Minnesota,L,Blue,Spring,No,29,Monthly
66,Male,Socks,Clothing,37,South Dakota,L,Yellow,Spring,No,5,Every 3 Months
29,Male,Shirt,Clothing,98,Washington,M,Brown,Winter,No,17,Quarterly
56,Male,Shorts,Clothing,50,California,XL,Beige,Spring,No,50,Weekly
21,Male,Belt,Accessories,63,Wisconsin,M,Blue,Fall,No,23,Quarterly
32,Male,Sweater,Clothing,70,Michigan,S,Magenta,Summer,No,22,Annually
54,Male,Coat,Outerwear,63,South Carolina,L,Silver,Fall,No,15,Quarterly
61,Male,Shorts,Clothing,86,Indiana,M,Cyan,Fall,No,32,Monthly
31,Male,Shoes,Footwear,99,Arkansas,M,Green,Summer,No,5,Monthly
27,Male,Sneakers,Footwear,40,Oregon,M,Blue,Spring,No,6,Bi-Weekly
64,Male,Sneakers,Footwear,92,Illinois,M,Olive,Fall,No,44,Fortnightly
60,Male,Pants,Clothing,21,Maryland,XL,Beige,Fall,No,23,Fortnightly
70,Male,Jewelry,Accessories,81,Vermont,XL,Black,Summer,No,44,Monthly
36,Male,T-shirt,Clothing,82,Texas,M,Indigo,Fall,No,3,Quarterly
56,Male,Jewelry,Accessories,88,Nebraska,XL,Red,Spring,No,14,Monthly
69,Male,Jacket,Outerwear,100,South Carolina,S,Yellow,Fall,No,37,Quarterly
39,Male,Backpack,Accessories,66,Massachusetts,M,Beige,Winter,No,22,Weekly
38,Male,Belt,Accessories,25,Texas,S,Green,Winter,No,2,Every 3 Months
36,Male,Scarf,Accessories,53,Florida,M,White,Summer,No,44,Fortnightly
46,Male,Sweater,Clothing,28,South Carolina,S,Turquoise,Fall,No,49,Monthly
59,Male,Gloves,Accessories,23,Florida,S,Indigo,Fall,No,22,Bi-Weekly
64,Male,Scarf,Accessories,34,Nebraska,L,Orange,Fall,No,26,Annually
49,Male,Dress,Clothing,42,Hawaii,M,Blue,Spring,No,40,Weekly
32,Male,Jeans,Clothing,24,Montana,L,Violet,Summer,No,16,Quarterly
29,Male,Sunglasses,Accessories,47,South Dakota,S,Gray,Fall,No,17,Bi-Weekly
24,Male,Coat,Outerwear,78,Alabama,S,Cyan,Spring,No,48,Bi-Weekly
41,Male,Jeans,Clothing,89,Arkansas,M,Yellow,Summer,No,28,Every 3 Months
41,Male,Scarf,Accessories,59,Mississippi,L,Orange,Fall,No,26,Fortnightly
32,Male,Blouse,Clothing,94,Vermont,S,Brown,Summer,No,43,Quarterly
69,Male,Jeans,Clothing,49,New York,M,Teal,Fall,No,38,Weekly
65,Male,Dress,Clothing,89,North Dakota,L,Beige,Summer,No,36,Every 3 Months
54,Male,Hat,Accessories,91,Wisconsin,M,Blue,Summer,No,1,Weekly
39,Male,Sandals,Footwear,89,California,L,Orange,Spring,No,49,Annually
37,Male,Jacket,Outerwear,57,Maryland,L,Gold,Spring,No,41,Every 3 Months
51,Male,Socks,Clothing,71,Massachusetts,S,Teal,Winter,No,21,Monthly
26,Male,Jeans,Clothing,97,Washington,XL,Beige,Fall,No,24,Quarterly
42,Male,Sandals,Footwear,45,Minnesota,M,Silver,Fall,No,27,Weekly
21,Male,Dress,Clothing,91,Washington,M,Maroon,Spring,No,4,Annually
53,Male,Socks,Clothing,25,South Carolina,M,Indigo,Spring,No,19,Annually
36,Male,Hoodie,Clothing,63,New Mexico,M,Gray,Fall,No,1,Fortnightly
21,Male,Dress,Clothing,52,North Carolina,L,Blue,Summer,No,27,Annually
33,Male,Sneakers,Footwear,43,Iowa,S,Cyan,Winter,No,5,Weekly
49,Male,T-shirt,Clothing,28,Louisiana,M,White,Summer,No,20,Quarterly
31,Male,T-shirt,Clothing,78,Oklahoma,L,Green,Summer,No,50,Annually
68,Male,Sweater,Clothing,31,Michigan,M,Silver,Spring,No,36,Fortnightly
49,Male,Shirt,Clothing,23,Oregon,M,Blue,Winter,No,12,Bi-Weekly
23,Male,Hat,Accessories,25,Idaho,M,Brown,Spring,No,23,Monthly
30,Male,Pants,Clothing,86,Indiana,S,Red,Summer,No,21,Weekly
53,Male,Shoes,Footwear,88,New Mexico,M,Gold,Spring,No,47,Weekly
65,Male,Gloves,Accessories,35,South Carolina,M,Silver,Spring,No,38,Bi-Weekly
60,Male,Jewelry,Accessories,34,Vermont,M,Gray,Fall,No,40,Every 3 Months
46,Male,Pants,Clothing,75,Delaware,M,Black,Winter,No,35,Quarterly
54,Male,Hoodie,Clothing,46,North Dakota,XL,Beige,Winter,No,4,Quarterly
59,Male,Jewelry,Accessories,31,California,L,Peach,Fall,No,28,Every 3 Months
52,Male,Socks,Clothing,93,Montana,L,Cyan,Spring,No,36,Every 3 Months
41,Male,Sunglasses,Accessories,85,Missouri,XL,Pink,Spring,No,15,Annually
43,Male,Belt,Accessories,68,Tennessee,M,Lavender,Fall,No,7,Fortnightly
63,Male,Dress,Clothing,40,Virginia,M,Brown,Spring,No,29,Every 3 Months
37,Male,Shirt,Clothing,51,Vermont,M,Magenta,Winter,No,12,Annually
44,Male,Scarf,Accessories,85,Rhode Island,M,Violet,Winter,No,16,Bi-Weekly
67,Male,Jacket,Outerwear,23,Kansas,M,Teal,Summer,No,50,Bi-Weekly
27,Male,Dress,Clothing,28,Colorado,L,Brown,Summer,No,11,Annually
60,Male,Socks,Clothing,44,Georgia,M,Olive,Fall,No,28,Quarterly
58,Male,Jewelry,Accessories,57,Nebraska,M,Indigo,Spring,No,36,Bi-Weekly
53,Male,Scarf,Accessories,98,Missouri,S,Red,Fall,No,38,Quarterly
43,Male,Backpack,Accessories,68,Alaska,M,Olive,Winter,No,32,Monthly
32,Male,Jacket,Outerwear,36,Virginia,L,Teal,Fall,No,42,Weekly
54,Male,Coat,Outerwear,71,Nebraska,L,Cyan,Spring,No,22,Bi-Weekly
47,Male,Skirt,Clothing,60,Rhode Island,M,Teal,Fall,No,22,Quarterly
57,Male,Coat,Outerwear,87,New Hampshire,M,Beige,Fall,No,31,Quarterly
63,Male,Shoes,Footwear,38,Alabama,XL,Magenta,Winter,No,28,Monthly
70,Male,Boots,Footwear,45,North Carolina,M,Indigo,Spring,No,40,Weekly
62,Male,Coat,Outerwear,47,New Mexico,L,Cyan,Fall,No,21,Weekly
40,Male,Skirt,Clothing,57,Minnesota,L,Orange,Fall,No,12,Every 3 Months
25,Male,Backpack,Accessories,68,Arizona,L,Violet,Summer,No,33,Annually
19,Male,Shorts,Clothing,52,Montana,M,Red,Fall,No,9,Fortnightly
25,Male,Skirt,Clothing,87,Vermont,M,Magenta,Fall,No,15,Weekly
21,Male,Hat,Accessories,34,Maine,M,Olive,Summer,No,13,Annually
55,Male,Sandals,Footwear,41,Virginia,XL,Maroon,Winter,No,35,Fortnightly
34,Male,Sunglasses,Accessories,94,California,S,Yellow,Winter,No,1,Every 3 Months
47,Male,Sunglasses,Accessories,93,New York,M,Red,Summer,No,25,Fortnightly
27,Male,Socks,Clothing,51,Indiana,XL,Purple,Winter,No,20,Every 3 Months
67,Male,Sweater,Clothing,42,Mississippi,M,Teal,Fall,No,36,Quarterly
40,Male,Boots,Footwear,95,New York,M,Red,Winter,No,33,Weekly
53,Male,Handbag,Accessories,90,New Mexico,M,Brown,Fall,No,36,Fortnightly
24,Male,Dress,Clothing,98,Kentucky,M,Peach,Winter,No,32,Annually
47,Male,Hat,Accessories,39,North Dakota,M,Maroon,Winter,No,21,Quarterly
53,Male,Sandals,Footwear,66,Arkansas,L,Red,Fall,No,48,Bi-Weekly
47,Male,Shoes,Footwear,23,Maryland,L,Orange,Winter,No,25,Quarterly
38,Male,Skirt,Clothing,73,Connecticut,S,White,Winter,No,32,Annually
48,Male,Sunglasses,Accessories,23,Utah,XL,White,Summer,No,45,Every 3 Months
47,Male,Skirt,Clothing,43,Missouri,S,Charcoal,Fall,No,4,Fortnightly
19,Male,T-shirt,Clothing,45,Nebraska,XL,Turquoise,Winter,No,19,Bi-Weekly
38,Male,Sandals,Footwear,21,Hawaii,L,Orange,Winter,No,1,Weekly
57,Male,Shirt,Clothing,40,Illinois,M,Orange,Spring,No,12,Weekly
70,Male,Jeans,Clothing,58,Vermont,L,Brown,Fall,No,18,Monthly
38,Male,Shorts,Clothing,48,New Jersey,L,Magenta,Summer,No,43,Bi-Weekly
35,Male,Shirt,Clothing,94,Kentucky,M,Violet,Fall,No,31,Annually
46,Male,Scarf,Accessories,74,Wyoming,M,Violet,Spring,No,33,Every 3 Months
32,Male,Handbag,Accessories,51,Hawaii,L,Yellow,Fall,No,46,Monthly
38,Male,Skirt,Clothing,83,Missouri,M,Maroon,Winter,No,41,Bi-Weekly
41,Male,Handbag,Accessories,68,Mississippi,L,Turquoise,Winter,No,41,Fortnightly
19,Male,Gloves,Accessories,84,Massachusetts,XL,Olive,Spring,No,9,Fortnightly
18,Male,Shirt,Clothing,58,Louisiana,M,Peach,Fall,No,34,Annually
45,Male,Blouse,Clothing,92,West Virginia,L,Charcoal,Winter,No,21,Annually
23,Male,Dress,Clothing,69,Washington,S,Peach,Summer,No,5,Fortnightly
60,Male,Shorts,Clothing,48,Oregon,S,Black,Summer,No,32,Weekly
52,Male,Shoes,Footwear,60,New York,L,Gray,Spring,No,44,Monthly
42,Male,Sandals,Footwear,20,Iowa,S,Olive,Winter,No,46,Bi-Weekly
29,Male,Pants,Clothing,55,Idaho,M,Turquoise,Summer,No,42,Every 3 Months
31,Male,Jacket,Outerwear,88,New Jersey,S,Purple,Spring,No,50,Bi-Weekly
30,Male,Skirt,Clothing,48,Ohio,L,Green,Winter,No,33,Fortnightly
23,Male,Handbag,Accessories,74,Connecticut,M,Beige,Spring,No,32,Quarterly
31,Male,Coat,Outerwear,42,Florida,M,Brown,Fall,No,32,Bi-Weekly
40,Male,Sweater,Clothing,32,South Carolina,M,Turquoise,Fall,No,37,Every 3 Months
39,Male,Shorts,Clothing,98,Missouri,M,Yellow,Summer,No,9,Fortnightly
28,Male,Skirt,Clothing,89,Rhode Island,S,Lavender,Fall,No,6,Fortnightly
23,Male,Gloves,Accessories,97,Delaware,S,Cyan,Summer,No,36,Quarterly
42,Male,Backpack,Accessories,49,Colorado,S,Olive,Spring,No,1,Annually
68,Male,Dress,Clothing,50,Nebraska,M,Silver,Spring,No,48,Fortnightly
24,Male,Belt,Accessories,91,Vermont,S,Red,Winter,No,44,Quarterly
24,Male,Gloves,Accessories,93,Montana,XL,Green,Winter,No,9,Bi-Weekly
21,Male,Jewelry,Accessories,98,Florida,M,Gold,Summer,No,32,Annually
49,Male,Socks,Clothing,82,Delaware,L,Lavender,Fall,No,14,Monthly
41,Male,Coat,Outerwear,37,Connecticut,M,Yellow,Summer,No,43,Quarterly
22,Male,Handbag,Accessories,63,Hawaii,M,Black,Fall,No,32,Bi-Weekly
42,Male,Blouse,Clothing,99,New Mexico,M,Maroon,Winter,No,26,Bi-Weekly
30,Male,Shorts,Clothing,37,Kansas,M,Maroon,Spring,No,2,Monthly
38,Male,Shoes,Footwear,34,Nevada,S,Gold,Spring,No,16,Every 3 Months
40,Male,Shorts,Clothing,32,North Carolina,M,Violet,Winter,No,50,Every 3 Months
55,Male,Sandals,Footwear,23,New Mexico,XL,Teal,Winter,No,6,Every 3 Months
37,Male,Blouse,Clothing,78,Idaho,M,Violet,Spring,No,20,Annually
41,Male,Coat,Outerwear,54,California,M,Brown,Winter,No,9,Weekly
38,Male,Blouse,Clothing,94,Wisconsin,XL,Brown,Fall,No,47,Bi-Weekly
42,Male,Belt,Accessories,75,Alaska,S,Maroon,Spring,No,33,Annually
26,Male,Blouse,Clothing,69,Pennsylvania,S,Maroon,Summer,No,46,Bi-Weekly
41,Male,Scarf,Accessories,35,Virginia,L,Yellow,Winter,No,9,Monthly
27,Male,Shirt,Clothing,78,California,L,Turquoise,Spring,No,8,Monthly
61,Male,Socks,Clothing,29,Kentucky,M,Silver,Summer,No,48,Quarterly
58,Male,Jeans,Clothing,62,New York,M,Brown,Fall,No,2,Monthly
25,Male,Dress,Clothing,58,Vermont,M,Gray,Spring,No,31,Weekly
33,Male,Boots,Footwear,88,Pennsylvania,M,Indigo,Summer,No,40,Monthly
57,Male,Scarf,Accessories,80,New York,L,Turquoise,Summer,No,35,Monthly
39,Male,Scarf,Accessories,47,North Carolina,M,Maroon,Summer,No,40,Monthly
60,Male,Gloves,Accessories,51,Wyoming,L,Charcoal,Summer,No,27,Every 3 Months
39,Male,Pants,Clothing,25,Ohio,L,Peach,Spring,No,10,Annually
42,Male,Dress,Clothing,36,Alabama,M,Red,Summer,No,23,Weekly
53,Male,Dress,Clothing,79,Rhode Island,M,Indigo,Winter,No,32,Quarterly
20,Male,Jeans,Clothing,41,Oregon,S,Lavender,Winter,No,6,Monthly
46,Male,Sweater,Clothing,68,North Dakota,XL,Red,Fall,No,27,Weekly
46,Male,Sandals,Footwear,51,Illinois,L,Green,Spring,No,25,Fortnightly
69,Male,Handbag,Accessories,38,New Mexico,M,Gray,Fall,No,11,Annually
28,Male,Scarf,Accessories,46,Colorado,XL,Violet,Summer,No,23,Monthly
42,Male,Sandals,Footwear,20,Utah,XL,Beige,Summer,No,44,Quarterly
30,Male,Sunglasses,Accessories,25,Virginia,M,Orange,Summer,No,35,Fortnightly
50,Male,Sweater,Clothing,89,Maine,L,Purple,Winter,No,45,Every 3 Months
59,Male,Pants,Clothing,77,Nebraska,M,Brown,Winter,No,22,Quarterly
54,Male,Hat,Accessories,94,Hawaii,M,Maroon,Fall,No,18,Quarterly
50,Male,Belt,Accessories,100,Idaho,L,Gold,Fall,No,20,Weekly
25,Male,Sandals,Footwear,96,West Virginia,M,Indigo,Winter,No,28,Fortnightly
41,Male,Pants,Clothing,36,Vermont,XL,Silver,Winter,No,15,Bi-Weekly
35,Male,Jewelry,Accessories,27,Indiana,XL,Red,Fall,No,42,Fortnightly
67,Male,Sunglasses,Accessories,67,Idaho,M,Magenta,Winter,No,20,Quarterly
33,Male,Blouse,Clothing,91,Minnesota,S,Purple,Fall,No,16,Fortnightly
19,Male,Belt,Accessories,62,Wyoming,XL,Beige,Fall,No,47,Annually
25,Male,Shorts,Clothing,88,Kansas,XL,White,Fall,No,34,Annually
32,Male,Pants,Clothing,66,Georgia,M,Teal,Summer,No,30,Weekly
30,Male,Sandals,Footwear,65,Kansas,M,Gray,Fall,No,5,Quarterly
18,Male,Gloves,Accessories,25,Nebraska,L,Charcoal,Winter,No,38,Quarterly
38,Male,Belt,Accessories,64,Washington,S,Olive,Spring,No,18,Annually
22,Male,Shirt,Clothing,72,Missouri,L,Blue,Spring,No,28,Annually
40,Male,Scarf,Accessories,74,Washington,S,Gray,Summer,No,42,Fortnightly
54,Male,Gloves,Accessories,50,Kansas,M,Green,Fall,No,5,Weekly
70,Male,Pants,Clothing,97,Minnesota,M,Silver,Fall,No,50,Monthly
52,Male,Sneakers,Footwear,36,Colorado,S,Teal,Spring,No,33,Fortnightly
34,Male,Jacket,Outerwear,49,Utah,M,Beige,Fall,No,1,Weekly
65,Male,Shoes,Footwear,64,North Carolina,L,Lavender,Spring,No,14,Fortnightly
38,Male,Blouse,Clothing,31,Florida,XL,Gray,Summer,No,48,Monthly
35,Male,Boots,Footwear,66,New Hampshire,S,Yellow,Winter,No,26,Weekly
40,Male,Socks,Clothing,82,Illinois,M,Gray,Spring,No,44,Annually
23,Male,T-shirt,Clothing,88,Louisiana,M,Yellow,Winter,No,18,Fortnightly
